"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","FamilySize","Deck","HasCabin","CabinRoom","FaresOnTicket","IndividualFare","Title","IsMarried","FsizeD","WaC","Mother","Cabin","full.1.891..c..PassengerId..."
1,3,1,18,0,1,9.35,3,2,8,0,0,2,4.675,4,1,3,2,2,0,"856"
1,1,1,45,1,1,164.8667,3,3,8,0,0,4,41.216675,4,1,3,2,1,0,"857"
1,1,2,51,0,0,26.55,3,1,5,1,17,1,26.55,3,0,2,3,2,17,"858"
1,3,1,24,0,3,19.2583,1,4,8,0,0,4,4.814575,4,1,3,2,1,0,"859"
0,3,2,47,0,0,7.2292,1,1,8,0,0,1,7.2292,3,0,2,3,2,0,"860"
0,3,2,41,2,0,14.1083,3,3,8,0,0,2,7.05415,3,1,3,3,2,0,"861"
0,2,2,21,1,0,11.5,3,2,8,0,0,1,11.5,3,1,3,3,2,0,"862"
1,1,1,48,0,0,25.9292,3,1,4,1,17,1,25.9292,4,0,2,2,2,17,"863"
0,3,1,10,8,2,69.55,3,11,8,0,0,9,6.32272727272727,2,1,1,1,2,0,"864"
0,2,2,24,0,0,13,3,1,8,0,0,1,13,3,0,2,3,2,0,"865"
1,2,1,42,0,0,13,3,1,8,0,0,1,13,4,0,2,2,2,0,"866"
1,2,1,27,1,0,13.8583,1,2,8,0,0,1,13.8583,2,1,3,2,2,0,"867"
0,1,2,31,0,0,50.4958,3,1,1,1,24,1,50.4958,3,0,2,3,2,24,"868"
0,3,2,29,0,0,9.5,3,1,8,0,0,1,9.5,3,0,2,3,2,0,"869"
1,3,2,4,1,1,11.1333,3,3,8,0,0,3,3.7111,1,1,3,1,2,0,"870"
0,3,2,26,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"871"
1,1,1,47,1,1,52.5542,3,3,4,1,35,2,26.2771,4,1,3,2,1,35,"872"
0,1,2,33,0,0,5,3,1,2,1,51,1,5,3,0,2,3,2,51,"873"
0,3,2,47,0,0,9,3,1,8,0,0,1,9,3,0,2,3,2,0,"874"
1,2,1,28,1,0,24,1,2,8,0,0,2,12,4,1,3,2,2,0,"875"
1,3,1,15,0,0,7.225,1,1,8,0,0,1,7.225,2,0,2,1,2,0,"876"
0,3,2,20,0,0,9.8458,3,1,8,0,0,2,4.9229,3,0,2,3,2,0,"877"
0,3,2,19,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"878"
0,3,2,21,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"879"
1,1,1,56,0,1,83.1583,1,2,3,1,5,3,27.7194333333333,4,1,3,2,1,5,"880"
1,2,1,25,0,1,26,3,2,8,0,0,2,13,4,1,3,2,1,0,"881"
0,3,2,33,0,0,7.8958,3,1,8,0,0,1,7.8958,3,0,2,3,2,0,"882"
0,3,1,22,0,0,10.5167,3,1,8,0,0,1,10.5167,2,0,2,2,2,0,"883"
0,2,2,28,0,0,10.5,3,1,8,0,0,1,10.5,3,0,2,3,2,0,"884"
0,3,2,25,0,0,7.05,3,1,8,0,0,1,7.05,3,0,2,3,2,0,"885"
0,3,1,39,0,5,29.125,2,6,8,0,0,6,4.85416666666667,4,1,1,2,1,0,"886"
0,2,2,27,0,0,13,3,1,8,0,0,1,13,5,0,2,3,2,0,"887"
1,1,1,19,0,0,30,3,1,2,1,42,1,30,2,0,2,2,2,42,"888"
0,3,1,0.92,1,2,23.45,3,4,8,0,0,4,5.8625,2,1,3,1,2,0,"889"
1,1,2,26,0,0,30,1,1,3,1,148,1,30,3,0,2,3,2,148,"890"
0,3,2,32,0,0,7.75,2,1,8,0,0,1,7.75,3,0,2,3,2,0,"891"
